ID_Venta;Fecha_Venta;Provincia;Tipo_Comprador;Tipo_Empresa;Vehiculo_Nuevo;Marca;Tipo_Vehiculo;Kilometraje;Precio_USD;Valor_Dolar;Modelo_Vehiculo;Consumo_Litros_100km;Costo_Mantenimiento_Anual;Color
421;20/4/2022;Santa Fe;Empresa;Transporte;No;Fiat;Camion;136646;29120,53326;118,4103752;2016;11,63231864;3167,777672;Negro
422;2/5/2023;Misiones;Particular;NA;SI;Chevrolet;Auto;0;39640,87245;112,4876479;2023;9,420822455;3760,512367;Negro
423;6/3/2023;Buenos Aires;Empresa;Comercial;SI;Fiat;Camion;0;74568,96808;190,7510293;2023;15,67231332;4380,050329;Negro
424;7/12/2023;Buenos Aires;Particular;NA;No;Ford;Camioneta;105090;55688,62117;154,3811228;2009;24,24681954;3746,915485;Negro
425;26/2/2023;Buenos Aires;Particular;NA;SI;Chevrolet;Auto;0;30095,03966;122,0411865;2023;15,39793034;610,2138763;Negro
426;7/10/2023;Buenos Aires;Empresa;Transporte;No;Fiat;Auto;169953;52705,22153;161,3878078;2009;19,77119102;3613,082453;Negro
427;30/10/2022;Buenos Aires;Particular;NA;No;Toyota;Trafic;210792;38871,84799;137,2394925;2016;14,45714871;3651,456434;Negro
428;19/9/2022;Buenos Aires;Particular;NA;No;Toyota;Auto;275078;22454,59926;153,9656884;2016;10,03172063;3372,494391;Negro
429;15/2/2023;Buenos Aires;Empresa;Servicios;No;Toyota;Camioneta;145134;113469,7366;109,4444604;2009;6,597373146;2793,238564;Negro
430;5/10/2022;Buenos Aires;Particular;NA;No;Ford;SUV;284294;73806,14415;129,7674114;2016;8,014506975;2635,620187;Negro
431;18/1/2022;Santa Fe;Particular;NA;No;Ford;Camioneta;13719;81073,69848;127,2487235;2016;24,72802912;3122,033478;Negro
432;11/11/2022;Buenos Aires;Particular;NA;No;Toyota;Auto;148447;68890,67934;180,1312983;2016;12,42724467;3190,087841;Negro
433;31/10/2022;Buenos Aires;Particular;NA;No;Mercedes-Benz;Camion;58316;60016,29416;198,7972613;2016;22,70312817;4024,805655;Negro
434;1/8/2022;Buenos Aires;Particular;NA;No;Chevrolet;Auto;8828;8523,123869;197,9595511;2016;17,82768763;1742,349897;Negro
435;10/4/2022;Misiones;Empresa;Construccion;No;Mercedes-Benz;SUV;42408;55012,37188;146,4773002;2016;21,07178003;3736,347282;Negro
436;22/8/2022;Santa Fe;Particular;NA;SI;Volkswagen;Moto;0;53887,27202;130,1531765;2022;14,66807054;2546,883217;Negro
437;10/7/2022;Buenos Aires;Particular;NA;SI;Volkswagen;Auto;0;53003,96893;190,439108;2022;6,758340593;2746,081428;Negro
438;12/12/2022;Entre Rios;Particular;NA;No;Fiat;Camion;75126;63712,209;103,5257076;2016;21,19034065;2597,717912;Negro
439;29/1/2023;Buenos Aires;Particular;NA;No;Ford;Trafic;220685;69748,25325;151,7313794;2009;8,136892877;617,3824091;Negro
440;27/7/2022;Buenos Aires;Empresa;Servicios;No;Chevrolet;Auto;89205;71818,23188;111,7140377;2016;6,225369176;2030,264836;Negro
441;2/8/2023;Buenos Aires;Particular;NA;No;Mercedes-Benz;Auto;57012;62824,81887;172,5320926;2009;22,84744302;4811,78797;Negro
442;9/12/2023;Buenos Aires;Particular;NA;No;Renault;Camioneta;18787;52636,79011;165,1875533;2009;7,747647633;3721,781602;Negro
443;22/11/2023;Misiones;Empresa;Servicios;SI;Volkswagen;Auto;0;78771,55207;165,5488242;2023;12,82033466;3599,164929;Blanco
444;13/9/2022;Buenos Aires;Particular;NA;No;Nissan;Auto;105872;12189,19425;166,2825681;2016;19,48745835;1406,621103;Blanco
445;11/5/2022;Entre Rios;Particular;NA;SI;Volkswagen;Camioneta;0;72285,76955;149,038736;2022;14,5375994;2571,103464;Blanco
446;14/1/2023;Santa Fe;Particular;NA;No;Ford;Auto;103437;47674,49048;157,7396949;2009;18,23802779;3083,672312;Blanco
447;6/4/2022;Cordoba;Particular;NA;No;Mercedes-Benz;Trafic;57570;80482,18109;138,604215;2016;21,9238389;2319,493059;Blanco
448;27/10/2023;Santa Fe;Empresa;Comercial;SI;Toyota;Trafic;0;52629,71805;109,6361779;2023;18,36605829;789,9709112;Blanco
449;13/2/2023;Buenos Aires;Particular;NA;No;Toyota;SUV;39027;74437,49545;142,9204567;2009;11,54734581;3594,584864;Blanco
450;23/11/2023;Salta;Particular;NA;No;Fiat;Auto;90479;10146,75682;186,2488726;2009;14,63851065;2899,024491;Blanco
451;28/12/2023;Entre Rios;Particular;NA;SI;Ford;Camioneta;0;102413,4886;141,342722;2023;14,31071929;3882,978334;Blanco
452;12/12/2022;Entre Rios;Particular;NA;No;Renault;Camioneta;124156;37424,93576;167,8358634;2017;7,412745938;4699,717529;Blanco
453;8/8/2022;Santa Fe;Empresa;Servicios;No;Mercedes-Benz;Camioneta;7781;104141,3084;126,4794049;2017;11,10019913;2183,763425;Blanco
454;7/3/2023;Tucuman;Particular;NA;SI;Renault;Auto;0;28662,4127;115,1127763;2023;20,57875665;2165,799935;Blanco
455;8/4/2022;Santa Fe;Particular;NA;No;Chevrolet;Camioneta;180405;80474,18347;105,7410368;2017;17,42643466;1768,887727;Blanco
456;13/2/2022;Mendoza;Particular;NA;No;Fiat;Trafic;5971;87861,45405;119,1357791;2017;24,30004361;541,5817474;Blanco
457;25/9/2023;Entre Rios;Particular;NA;No;Ford;Auto;41745;13182,69987;144,2834763;2009;19,89479142;4069,521443;Blanco
458;5/4/2022;Santa Fe;Particular;NA;SI;Volkswagen;Auto;0;76492,58711;134,7596781;2022;23,05828433;3624,532761;Blanco
459;2/5/2023;Santa Fe;Particular;NA;No;Chevrolet;Camioneta;19721;117444,0159;124,9612299;2009;21,06207362;1933,72703;Blanco
460;17/11/2023;Buenos Aires;Particular;NA;No;Volkswagen;Auto;15848;38368,73289;149,5196423;2009;8,353933147;883,1417545;Blanco
461;10/5/2023;Mendoza;Particular;NA;No;Mercedes-Benz;Auto;158087;76434,42656;147,7344518;2009;17,14731937;890,7197508;Blanco
462;13/10/2023;Santa Fe;Particular;NA;No;Nissan;Camioneta;9870;103601,6481;191,9548287;2009;22,65193892;4799,62453;Blanco
463;25/9/2023;Cordoba;Particular;NA;No;Ford;Auto;23853;58826,95912;169,4709178;2009;19,67743045;4859,682655;Blanco
464;13/3/2023;Santa Fe;Particular;NA;No;Fiat;Moto;177102;50419,97341;102,4567512;2009;17,17656694;4084,336233;Blanco
465;23/11/2022;Misiones;Particular;NA;SI;Mercedes-Benz;Moto;0;64259,97344;178,6521861;2022;14,60010582;3645,846485;Blanco
466;26/5/2023;Santa Fe;Empresa;Transporte;SI;Mercedes-Benz;Camioneta;0;63464,72327;194,9738542;2023;23,80419742;3430,471094;Blanco
467;1/12/2023;Buenos Aires;Particular;NA;SI;Nissan;Camion;0;49082,21346;191,5338567;2023;14,32600931;3983,539598;Blanco
468;8/8/2023;Buenos Aires;Empresa;Transporte;No;Renault;Auto;42489;21180,10898;116,1924697;2009;15,06112055;3198,101759;Blanco
469;21/1/2023;Santa Fe;Particular;NA;No;Ford;Camion;75308;69131,63194;120,838621;2009;18,22176265;3696,560244;Blanco
470;5/12/2023;Buenos Aires;Particular;NA;No;Nissan;Auto;79183;72693,76642;178,3823452;2009;17,47988437;2510,744225;Blanco
471;3/4/2023;Buenos Aires;Particular;NA;SI;Chevrolet;Auto;0;5594,445217;152,277161;2023;14,21060347;3793,483671;Blanco
472;10/3/2023;Buenos Aires;Particular;NA;SI;Mercedes-Benz;Camioneta;0;42927,9914;110,4387734;2023;14,47522144;4878,107616;Blanco
473;26/6/2023;Santa Fe;Empresa;Transporte;No;Mercedes-Benz;Auto;238165;76313,79918;169,8399517;2009;23,4721148;1585,381888;Blanco
474;17/12/2023;Buenos Aires;Particular;NA;SI;Toyota;SUV;0;20405,91238;165,5119342;2023;13,44792391;1308,540888;Blanco
475;16/11/2023;Santa Fe;Particular;NA;SI;Ford;Auto;0;13987,69997;159,6848854;2023;15,33002776;1456,811013;Blanco
476;31/1/2022;Santa Fe;Empresa;Comercial;No;Mercedes-Benz;Camion;33658;69563,30281;157,2350166;2017;17,82844108;2716,545911;Blanco
477;7/5/2023;Buenos Aires;Particular;NA;No;Mercedes-Benz;Auto;51907;75044,39894;186,2370206;2009;23,38901113;3946,163233;Blanco
478;24/3/2022;Buenos Aires;Empresa;Comercial;SI;Ford;Auto;0;69939,00215;116,9513105;2022;5,181459811;662,9557625;Blanco
479;21/3/2022;Santa Fe;Empresa;Produccion;No;Renault;Camioneta;166247;25682,22329;97,15100496;2017;14,7432276;4055,857494;Blanco
480;17/3/2022;Cordoba;Particular;NA;No;Chevrolet;Auto;204540;48224,92138;187,0151436;2017;16,78518031;4430,05875;Blanco
481;18/4/2023;Mendoza;Particular;NA;SI;Volkswagen;Auto;0;50309,11831;168,4366097;2023;22,72411487;1488,261437;Blanco
482;21/3/2023;Buenos Aires;Particular;NA;No;Volkswagen;Trafic;127624;55120,8604;169,8286306;2009;9,639997221;1587,333744;Blanco
483;9/8/2022;Santa Fe;Particular;NA;No;Nissan;Camioneta;102207;34064,15949;169,8673887;2017;17,13585975;4595,86942;Blanco
484;8/5/2023;Santa Fe;Empresa;Servicios;No;Renault;Auto;258057;57359,86099;179,9245963;2009;18,05659958;4608,409378;Blanco
485;26/4/2023;Buenos Aires;Particular;NA;No;Toyota;Camion;67576;96568,99237;105,5077249;2009;16,38528275;2952,7356;Blanco
486;8/2/2022;Cordoba;Particular;NA;No;Chevrolet;Auto;117972;53035,54327;171,5348351;2017;17,76964129;2621,570198;Blanco
487;27/12/2022;Santa Fe;Particular;NA;No;Nissan;Camioneta;146849;107556,4824;137,6379333;2017;12,80872187;2670,305997;Blanco
488;15/11/2022;Santa Fe;Particular;NA;SI;Ford;Auto;0;45048,97069;151,0578776;2022;24,82453761;2978,621093;Blanco
489;14/1/2023;Mendoza;Empresa;Construccion;No;Renault;Auto;136552;46269,24763;137,4655794;2009;18,53671501;4719,810199;Blanco
490;29/10/2022;Buenos Aires;Empresa;Transporte;No;Toyota;Auto;229695;78391,21131;132,2807765;2017;13,69320008;3918,980951;Blanco
491;17/3/2023;Cordoba;Particular;NA;No;Chevrolet;Camioneta;138095;113500,9472;173,7631524;2009;6,724078862;3914,663975;Blanco
492;6/9/2023;Entre Rios;Particular;NA;SI;Volkswagen;Auto;0;29681,75715;161,0599637;2023;17,056241;4010,858435;Blanco
493;11/12/2023;Buenos Aires;Empresa;Construccion;SI;Fiat;Camioneta;0;83044,4282;159,9041702;2023;14,577591;3573,624967;Blanco
494;5/7/2022;Santa Fe;Empresa;Transporte;SI;Ford;Camioneta;0;75830,00511;171,0975755;2022;24,85730379;1477,142617;Blanco
495;2/4/2023;Buenos Aires;Empresa;Transporte;No;Fiat;Camioneta;62239;98181,39977;141,9324641;2009;14,85952699;4341,599971;Blanco
496;10/2/2023;Santa Fe;Particular;NA;No;Volkswagen;Trafic;8475;44841,55528;136,5560805;2009;22,05648295;4645,155072;Blanco
497;22/4/2023;Cordoba;Particular;NA;SI;Toyota;Camioneta;0;84166,50143;198,8621135;2023;15,03387042;3925,505601;Blanco
498;30/6/2023;Buenos Aires;Empresa;Servicios;No;Chevrolet;Auto;208104;63361,14408;146,1078608;2009;9,63619646;2984,956154;Blanco
499;2/11/2023;Santa Fe;Empresa;Construccion;No;Nissan;Trafic;233989;37392,33136;124,5434914;2009;9,483051696;1532,556437;Blanco
500;3/2/2022;Tucuman;Empresa;Comercial;No;Mercedes-Benz;Auto;137430;20453,45068;145,3277414;2017;8,443258058;1614,840245;Blanco
501;19/12/2023;Santa Fe;Particular;NA;No;Renault;Auto;54120;75192,7684;156,1058117;2009;22,32733071;3096,02442;Blanco
502;24/1/2022;Mendoza;Particular;NA;No;Chevrolet;Trafic;32368;119477,0555;182,032361;2017;19,7469991;1626,447939;Blanco
503;29/8/2022;Cordoba;Particular;NA;SI;Fiat;Moto;0;35979,37423;131,9441442;2022;15,17885062;4274,230067;Blanco
504;5/6/2022;Entre Rios;Particular;NA;No;Volkswagen;Camioneta;238688;105709,2132;178,0532401;2017;18,15343378;3115,820023;Blanco
505;11/9/2022;Buenos Aires;Empresa;Servicios;SI;Toyota;Camioneta;0;60609,01103;176,3097658;2022;7,676393435;2989,769125;Blanco
506;2/6/2022;Santa Fe;Particular;NA;No;Nissan;Auto;57973;7106,864183;132,6628319;2017;18,79394655;3742,415702;Blanco
507;4/9/2022;Buenos Aires;Particular;NA;SI;Toyota;Camion;0;97481,55091;103,0222152;2022;9,186363265;2114,175349;Blanco
508;7/1/2022;Buenos Aires;Particular;NA;No;Toyota;Auto;106353;21154,57551;153,2846583;2017;9,361004817;3630,289559;Blanco
509;30/7/2023;Santa Fe;Empresa;Comercial;No;Toyota;Auto;123885;25915,26852;180,2514564;2009;11,33407161;2920,654457;Blanco
510;11/1/2023;Santa Fe;Empresa;Servicios;SI;Renault;Camioneta;0;76591,55641;122,2770786;2023;7,142908413;2781,462615;Blanco
511;4/6/2022;Buenos Aires;Particular;NA;No;Nissan;Auto;237107;56155,46071;184,5042027;2018;16,23715595;2506,756094;Blanco
512;1/11/2023;Santa Fe;Particular;NA;No;Nissan;Auto;130085;51916,88399;157,163714;2009;19,48074063;1315,46151;Blanco
513;18/6/2023;Buenos Aires;Empresa;Servicios;No;Nissan;Camion;293193;46817,51083;184,6026919;2009;12,87438326;3920,595025;Blanco
514;6/11/2023;Buenos Aires;Particular;NA;No;Toyota;Camioneta;216062;78411,23775;129,5997762;2009;20,84273498;1061,356846;Blanco
515;19/12/2023;Santa Fe;Particular;NA;SI;Nissan;Auto;0;51386,51946;138,2311122;2023;6,333793693;4838,973816;Blanco
516;31/8/2022;Buenos Aires;Particular;NA;No;Fiat;Auto;146073;45031,96487;119,9319973;2018;6,297630685;3703,730796;Blanco
517;31/7/2022;Buenos Aires;Particular;NA;No;Nissan;Camioneta;296449;87819,84432;153,4247939;2018;18,90041439;1846,203665;Blanco
518;13/1/2023;Buenos Aires;Particular;NA;No;Chevrolet;Auto;163505;25718,96911;107,6508258;2009;22,38044039;4968,145982;Blanco
519;2/7/2023;Buenos Aires;Particular;NA;No;Chevrolet;Moto;56313;14811,47194;118,2911838;2009;13,89837374;4440,794886;Blanco
520;20/4/2023;Santa Fe;Particular;NA;No;Toyota;Auto;251385;31617,58973;101,3980221;2009;12,51167069;4975,822919;Blanco
521;16/8/2022;Cordoba;Particular;NA;No;Mercedes-Benz;Auto;213840;15117,33606;170,7078991;2018;8,903689247;4944,886035;Blanco
522;17/11/2023;Santa Fe;Empresa;Comercial;No;Chevrolet;Camioneta;90324;89872,2764;136,0393696;2009;8,058244061;1979,627981;Blanco
523;26/9/2023;Cordoba;Empresa;Servicios;SI;Toyota;Auto;0;26847,74534;156,7253298;2023;12,5618222;4319,498507;Blanco
524;6/2/2022;Mendoza;Particular;NA;No;Ford;Auto;289373;78782,7445;103,1490461;2018;18,63054409;2135,408234;Blanco
525;23/7/2022;Santa Fe;Empresa;Servicios;SI;Volkswagen;SUV;0;41605,77681;110,529142;2022;18,42636128;2828,737853;Blanco
526;13/1/2022;Buenos Aires;Empresa;Construccion;No;Mercedes-Benz;Camion;68162;75566,9058;155,3801903;2018;18,68596465;731,0380649;Blanco
527;19/2/2023;Santa Fe;Particular;NA;No;Volkswagen;Moto;144524;11154,38098;161,8802878;2009;6,926758463;2746,996167;Blanco
528;18/6/2023;Entre Rios;Empresa;Produccion;SI;Mercedes-Benz;Auto;0;71249,15844;161,1322832;2023;15,49925034;1450,950099;Blanco
529;7/6/2023;Cordoba;Particular;NA;No;Volkswagen;Auto;57240;44576,9027;120,6021242;2009;21,20816353;1072,376543;Blanco
530;21/7/2023;Buenos Aires;Empresa;Construccion;No;Chevrolet;Trafic;188883;26303,38031;191,9629008;2009;10,40070423;828,3642372;Blanco
531;9/1/2023;Mendoza;Particular;NA;No;Renault;Trafic;217551;114856,3856;148,7209449;2009;13,88616643;2727,984732;Blanco
532;21/4/2022;Salta;Empresa;Produccion;SI;Ford;Auto;0;11703,52461;172,8216295;2022;23,84894035;3018,432186;Blanco
533;12/6/2022;Cordoba;Particular;NA;No;Nissan;Camion;162968;39853,82134;117,2409779;2018;10,94951938;3994,988424;Blanco
534;4/5/2023;Santa Fe;Particular;NA;No;Fiat;Camioneta;103389;100843,7688;151,9225835;2009;15,53622535;3221,103289;Blanco
535;30/5/2022;Buenos Aires;Particular;NA;No;Ford;Trafic;254823;57334,00543;121,0118258;2018;12,43812802;4904,865946;Blanco
536;30/8/2023;Buenos Aires;Particular;NA;No;Chevrolet;Trafic;146222;41058,71096;154,7665489;2009;9,239207862;2075,808623;Blanco
537;12/1/2023;Buenos Aires;Particular;NA;No;Volkswagen;SUV;118271;60942,91517;185,9874576;2009;16,83624773;1977,619856;Blanco
538;20/6/2023;Buenos Aires;Particular;NA;No;Renault;Auto;168205;57701,41366;179,6807789;2009;16,78350166;2050,329062;Blanco
539;14/9/2022;Mendoza;Particular;NA;No;Ford;Auto;120179;24988,2943;192,2377493;2018;10,6093505;1711,548124;Blanco
540;30/7/2022;Buenos Aires;Particular;NA;SI;Fiat;SUV;0;50614,4731;157,546307;2022;9,012641368;2967,310812;Blanco
541;27/6/2022;Buenos Aires;Empresa;Construccion;SI;Chevrolet;Auto;0;37773,34058;158,9243182;2022;10,98564755;4334,242625;Blanco
542;10/6/2023;Buenos Aires;Particular;NA;No;Volkswagen;Auto;111425;62390,55455;114,9250738;2009;10,73553831;644,5125014;Blanco
543;5/11/2022;Santa Fe;Particular;NA;SI;Ford;Trafic;0;68576,98607;102,6048352;2022;10,80977385;2951,436977;Blanco
544;30/6/2023;Santa Fe;Particular;NA;No;Nissan;Camioneta;35645;101044,0566;184,2200097;2009;18,44155826;4044,987439;Blanco
545;5/8/2022;Buenos Aires;Particular;NA;No;Fiat;Auto;137748;8487,655448;145,325575;2018;13,69192935;3704,859897;Blanco
546;7/7/2022;Buenos Aires;Empresa;Comercial;SI;Toyota;Auto;0;76633,71521;119,8257688;2022;12,16106831;1794,285728;Blanco
547;1/4/2022;Cordoba;Particular;NA;No;Mercedes-Benz;Moto;227100;46687,25125;176,9466627;2018;23,53390526;1746,291821;Blanco
548;15/9/2022;Santa Fe;Empresa;Transporte;SI;Ford;Auto;0;52257,88991;188,1240503;2022;24,41654083;1114,606885;Blanco
549;14/12/2022;Buenos Aires;Empresa;Construccion;No;Mercedes-Benz;Auto;184234;17565,29682;122,4955229;2019;10,5552871;1802,212712;Blanco
550;24/10/2023;Buenos Aires;Particular;NA;SI;Chevrolet;Auto;0;28502,21316;179,1860598;2023;21,94686246;3524,255327;Blanco
551;21/11/2022;Mendoza;Empresa;Construccion;No;Renault;Auto;209712;11220,6749;131,6128556;2019;21,24249558;2698,104556;Blanco
552;2/8/2022;Buenos Aires;Empresa;Transporte;No;Volkswagen;Camion;106950;79588,0631;111,6927044;2019;13,87305157;3080,037017;Blanco
553;2/8/2022;Buenos Aires;Particular;NA;SI;Toyota;Auto;0;8861,805868;173,9473276;2022;22,89800914;4772,704487;Blanco
554;13/11/2022;Buenos Aires;Particular;NA;No;Mercedes-Benz;Camion;230118;38796,44532;152,5557668;2019;11,0026575;3991,189583;Blanco
555;4/8/2022;Buenos Aires;Particular;NA;SI;Renault;Auto;0;15431,99985;125,3690855;2022;12,55661009;1410,301819;Blanco
556;7/11/2023;Buenos Aires;Empresa;Comercial;No;Nissan;Auto;145270;28366,19998;165,8485174;2009;21,07052155;3689,490887;Blanco
557;21/6/2023;Tucuman;Particular;NA;SI;Renault;Auto;0;50248,65338;182,9621812;2023;11,11261546;2085,471426;Blanco
558;12/2/2023;Buenos Aires;Particular;NA;No;Nissan;Trafic;297589;79608,06512;146,3201359;2009;10,89282716;2390,953327;Blanco
559;10/9/2023;Buenos Aires;Empresa;Servicios;No;Fiat;Trafic;288444;81097,47797;195,5689953;2009;14,44067368;1982,310106;Blanco
560;29/3/2022;Entre Rios;Empresa;Transporte;SI;Volkswagen;SUV;0;49831,76483;104,0565261;2022;14,80665412;935,2898726;Blanco
561;5/8/2022;Cordoba;Particular;NA;SI;Volkswagen;Camioneta;0;44976,8497;108,8290806;2022;22,87258621;3069,625826;Blanco
562;2/1/2023;Santa Fe;Particular;NA;No;Toyota;Auto;25800;47849,44953;140,7142276;2009;13,78111954;4548,047672;Blanco
563;27/1/2022;Santa Fe;Particular;NA;No;Nissan;Moto;186444;29753,0325;190,4179917;2019;12,47402411;2997,355271;Blanco
564;10/2/2022;Buenos Aires;Empresa;Produccion;No;Chevrolet;Auto;52489;19887,40443;131,1986401;2019;5,174314081;2682,819343;Blanco
565;16/6/2022;Santa Fe;Particular;NA;SI;Renault;Moto;0;43547,87354;108,7196585;2022;20,95044484;3280,171738;Blanco
566;26/3/2023;Buenos Aires;Empresa;Servicios;No;Ford;Auto;115642;75265,65076;140,6212712;2009;10,28143892;622,5652513;Blanco
567;7/11/2023;Buenos Aires;Particular;NA;No;Toyota;Camioneta;178137;90079,0128;194,8193081;2009;23,8579826;3607,355922;Blanco
568;27/9/2023;Mendoza;Empresa;Comercial;No;Fiat;Auto;118158;54102,23309;139,962247;2009;9,11451698;4055,575124;Blanco
569;20/1/2023;Entre Rios;Particular;NA;SI;Chevrolet;Auto;0;74470,47988;119,6912159;2023;17,05572403;2459,01956;Blanco
570;13/5/2022;Buenos Aires;Particular;NA;No;Volkswagen;Trafic;231077;65869,11526;188,1444486;2019;18,36180219;3236,333732;Blanco
571;1/1/2022;Santa Fe;Empresa;Servicios;No;Mercedes-Benz;Auto;22054;77677,98739;199,3691907;2019;19,18096381;2024,564172;Blanco
572;26/7/2023;Buenos Aires;Particular;NA;No;Fiat;Trafic;29964;78915,67261;184,1755925;2009;19,97240668;4527,969644;Blanco
573;8/5/2023;Cordoba;Particular;NA;No;Toyota;Auto;37591;41937,94093;146,4240187;2009;11,59812703;4986,052054;Blanco
574;23/5/2023;Cordoba;Particular;NA;No;Toyota;Auto;25907;74433,96745;114,7651825;2009;10,48062459;1697,211416;Blanco
575;12/5/2022;Cordoba;Particular;NA;SI;Toyota;Trafic;0;85599,88756;164,801267;2022;6,502116471;1785,505167;Blanco
576;2/9/2023;Santa Fe;Particular;NA;No;Fiat;Auto;240680;9177,717754;117,4626851;2009;23,32788751;1527,567828;Blanco
577;7/4/2023;Santa Fe;Particular;NA;No;Volkswagen;Camioneta;225257;86561,63307;189,3346602;2009;7,660625666;4159,434145;Blanco
578;26/8/2023;Cordoba;Empresa;;No;Mercedes-Benz;SUV;107439;20430,71964;148,1381081;2009;11,02101908;3410,360654;Blanco
579;1/12/2022;Santa Fe;Empresa;Transporte;SI;Mercedes-Benz;Trafic;0;33347,98841;183,2821833;2022;24,97823277;4323,847639;Blanco
580;26/1/2022;Buenos Aires;Particular;NA;No;Ford;Camion;210926;82502,21718;144,5451167;2019;9,138325841;1354,21854;Blanco
581;20/9/2023;Cordoba;Empresa;Produccion;SI;Toyota;Auto;0;25719,19398;160,9674405;2023;23,90765146;1657,29899;Blanco
582;10/8/2023;Buenos Aires;Empresa;Transporte;No;Mercedes-Benz;Auto;98543;72760,10532;166,8390309;2009;17,02423127;1266,699245;Blanco
583;13/8/2023;Buenos Aires;Empresa;Construccion;No;Renault;Camioneta;173038;43470,87855;148,6559011;2009;22,41420325;1163,188975;Blanco
584;27/3/2023;Santa Fe;Empresa;Produccion;No;Ford;Camioneta;237073;100874,6389;100,6603573;2009;9,102745601;2204,464393;Blanco
585;31/5/2023;Buenos Aires;Particular;NA;No;Nissan;Trafic;138262;73928,33908;193,0760841;2009;23,56359013;3325,771851;Blanco
586;8/12/2022;Santa Fe;Particular;NA;No;Mercedes-Benz;Trafic;198232;34402,77848;107,5105215;2019;12,99952607;1333,626678;Blanco
587;2/8/2023;Buenos Aires;Empresa;Construccion;No;Renault;Auto;259752;55705,86509;146,5853824;2009;15,80878602;1470,802543;Blanco
588;27/9/2022;Buenos Aires;Particular;NA;No;Ford;Auto;287779;29983,47386;157,5136722;2019;18,89476215;1243,187255;Blanco
589;13/12/2022;Salta;Particular;NA;No;Nissan;Auto;172091;76244,51962;182,4657415;2019;11,41751011;4154,880841;Blanco
590;12/12/2022;Buenos Aires;Particular;NA;SI;Mercedes-Benz;Auto;0;69532,00538;159,696371;2022;23,23383975;3198,678083;Blanco
591;27/6/2023;Salta;Empresa;Produccion;No;Chevrolet;Camioneta;22231;47303,36923;125,3881454;2009;19,34887105;3773,106076;Blanco
592;21/8/2022;Santa Fe;Particular;NA;No;Ford;Camion;214870;112707,9162;157,7006128;2019;22,2758537;4391,816553;Blanco
593;18/11/2022;Mendoza;Particular;NA;SI;Mercedes-Benz;Camioneta;0;62725,8581;134,9333738;2022;14,03971129;2986,571805;Blanco
594;10/11/2022;Buenos Aires;Particular;NA;SI;Volkswagen;SUV;0;10530,57263;102,0588052;2022;10,89714197;1012,409154;Blanco
595;1/2/2022;Santa Fe;Particular;NA;No;Nissan;Camioneta;157543;110687,4388;153,6488631;2019;15,51003845;1871,919475;Blanco
596;6/2/2022;Santa Fe;Empresa;Construccion;No;Renault;Camioneta;7421;64989,22149;103,0633933;2019;24,13311954;1129,837572;Blanco
597;15/3/2023;Buenos Aires;Empresa;Produccion;SI;Chevrolet;Camioneta;0;108171,151;124,515767;2023;11,66850064;2155,330562;Blanco
598;18/9/2023;Buenos Aires;Empresa;Construccion;No;Volkswagen;Auto;153620;74657,5705;117,5927235;2009;18,05910285;4013,466137;Blanco
599;4/10/2022;Buenos Aires;Particular;NA;No;Renault;Auto;234295;40352,58666;165,3000779;2019;12,59123448;3918,480086;Blanco
600;12/8/2023;Santa Fe;Particular;NA;No;Fiat;SUV;100805;22835,47111;114,9947482;2009;16,01297957;2563,351764;Blanco
601;17/2/2023;Buenos Aires;Particular;NA;SI;Toyota;Camion;0;94916,01856;166,1933126;2023;8,405759487;2244,459578;Blanco
602;18/6/2023;Buenos Aires;Particular;NA;SI;Toyota;Auto;0;11792,99183;187,2331984;2023;11,55632332;2351,973846;Blanco
603;4/11/2022;Buenos Aires;Particular;NA;No;Chevrolet;Trafic;152660;77356,29422;103,7342923;2019;23,22634471;2667,06421;Blanco
604;24/3/2023;Salta;Empresa;Servicios;No;Ford;Auto;150392;14569,6456;170,2792795;2009;18,80620555;3317,548015;Blanco
605;29/1/2022;Santa Fe;Particular;NA;SI;Nissan;Auto;0;65713,08807;119,7268731;2022;16,62444524;3233,912671;Blanco
606;8/7/2023;Santa Fe;Empresa;Comercial;No;Renault;Auto;47007;47969,51467;198,0509626;2009;8,197038098;1199,308203;Blanco
607;14/4/2023;Buenos Aires;Particular;NA;No;Ford;Auto;224360;77234,41428;169,9010033;2009;19,59280957;4162,670323;Blanco
608;25/7/2022;Buenos Aires;Particular;NA;SI;Nissan;Auto;0;78296,63159;177,2726725;2022;5,315389738;1510,88348;Blanco
609;14/7/2023;Entre Rios;Particular;NA;No;Ford;Trafic;215325;58528,68539;176,110836;2009;12,6817564;4815,976284;Blanco
610;4/12/2023;Buenos Aires;Particular;NA;No;Volkswagen;Camioneta;106702;88185,32284;155,2165559;2009;17,12924973;4156,813015;Blanco
611;19/1/2023;Buenos Aires;Particular;NA;SI;Toyota;Auto;0;63414,79068;182,2277634;2023;10,03405668;637,4421734;Blanco
612;1/2/2022;Buenos Aires;Particular;NA;No;Mercedes-Benz;Camion;201777;32350,24776;161,5844325;2019;20,46779598;2494,249177;Blanco
613;8/2/2022;Cordoba;Empresa;Servicios;No;Renault;Auto;298440;74074,17243;128,4233859;2019;18,62772789;870,8501776;Blanco
614;14/8/2023;Santa Fe;Empresa;Construccion;No;Toyota;Camioneta;238055;86835,32613;128,0044512;2009;7,883310452;2502,602881;Blanco
